Dong_name,code_dong,return_day,rent_day,rental_stop,large_store,company,hospital,restaurant,park,cafe,house,bank,car,school,bus_stop,bus_geton_people,bus_getoff_people,subway_station,subway_geton_people,subway_getoff_people,M_child,M_teenager,M_20,M_30,M_40,M_50,M_60,M_over70,W_child,W_teenager,W_20,W_30,W_40,W_50,W_60,W_over70,M_sum,W_sum
청파동,11170555,56.03,54.94,4,1.0,1685.0,23.0,556.0,0.0,49.0,5636.0,1.0,30707.0,8.0,24,239.96249999999995,275.9316666666667,0.0,0.0,0.0,9119.16,20066.51,38417.35,45092.39,38104.02,35207.73,20960.29,17749.59,10067.44,19468.39,70804.2,47463.02,36345.99,35236.24,25806.96,28811.34,224717.03999999998,274003.57999999996
충현동,11410565,26.32,27.42,7,0.0,1817.0,51.0,576.0,0.0,65.0,6573.0,8.0,42722.0,7.0,43,261.07093023255806,343.9327906976745,3.0,8174.086666666666,8363.516666666666,15527.59,24715.81,60007.97,88265.14,95350.15,67415.53,36480.46,30167.64,18214.42,35218.99,83650.6,89863.05,76478.84,69601.34,42835.77,46766.67,417930.29,462629.68000000005
평창동,11110560,9.19,11.0,6,0.0,761.0,20.0,273.0,0.0,52.0,5958.0,2.0,45527.0,1.0,54,128.5807407407407,118.16907407407406,0.0,0.0,0.0,14366.69,23323.92,25475.87,22828.21,33003.78,35006.3,28291.01,24405.22,16083.51,24055.58,23998.18,29860.4,39547.71,42841.68,36278.12,41365.89,206701.0,254031.07000000004
풍납1동,11710510,48.84,48.55,2,5.0,730.0,10.0,423.0,0.0,9.0,3296.0,0.0,32327.0,1.0,6,494.4,423.1283333333333,1.0,14723.48,14467.13,13014.35,14898.04,21141.44,28859.47,28276.92,27433.09,23747.82,18166.97,13319.52,15155.97,24357.39,29917.99,32326.48,34436.14,32192.12,29268.71,175538.09999999998,210974.32
풍납2동,11710520,44.32,44.13,9,4.0,1151.0,31.0,131.0,0.0,16.0,7608.0,5.0,54677.0,6.0,25,226.1736,204.82360000000008,0.0,0.0,0.0,35451.64,34351.55,47248.22,67210.16,69980.43,61923.84,46928.3,38239.6,31350.53,34155.58,71177.87,88692.93,86283.07,72602.04,60601.44,55708.3,401333.74,500571.75999999995
필동,11140570,42.87,42.81,2,1.0,2886.0,23.0,910.0,0.0,52.0,1191.0,7.0,15905.0,3.0,11,310.7954545454545,291.8409090909091,2.0,9492.065,9822.645,4498.42,5471.79,24147.93,25821.87,29748.82,25988.75,12755.29,8384.71,2989.57,6571.2,29064.66,22591.26,16389.25,14964.77,10152.47,10976.73,136817.58000000002,113699.91
하계1동,11350611,67.52,66.16,5,0.0,1088.0,23.0,390.0,0.0,22.0,10466.0,2.0,53383.0,6.0,35,257.852,240.4342857142857,0.0,0.0,0.0,14574.39,48730.96,46426.39,32900.99,41455.46,48855.94,36112.6,25729.85,15917.16,42043.31,44879.59,35214.65,55739.45,59171.09,42675.62,50643.86,294786.57999999996,346284.73
하계2동,11350612,79.81,77.39,4,5.0,414.0,16.0,96.0,0.0,3.0,8160.0,1.0,44729.0,3.0,20,240.78500000000005,241.3465,1.0,13675.97,12943.87,12819.22,23436.24,19210.54,16687.3,23442.43,22225.59,17091.9,13016.55,13845.91,23103.95,22081.21,22268.33,29750.23,30842.33,22261.63,25648.41,147929.77,189802.0
한강로동,11170625,28.61,29.52,20,13.0,4899.0,55.0,1477.0,0.0,118.0,6769.0,20.0,89475.0,3.0,40,512.6212499999999,515.3072499999998,5.0,10549.02,10912.748,22325.72,28705.53,100890.54,132608.62,122413.97,78413.69,41818.22,29165.59,19655.77,23703.9,106993.5,120259.77,87101.67,69894.38,43963.84,45748.83,556341.8799999999,517321.66
한남동,11170685,25.29,26.29,12,1.0,2087.0,39.0,1052.0,0.0,107.0,8174.0,10.0,51235.0,1.0,33,648.3721212121213,604.0960606060603,2.0,4691.84,5032.015,14380.82,15142.4,53443.87,86502.25,74225.32,53080.35,29425.83,22625.84,13206.81,15356.01,67257.79,94635.65,63650.29,46736.18,37344.57,39941.87,348826.68000000005,378129.17000000004
합정동,11440680,58.13,57.29,4,3.0,2397.0,22.0,921.0,1.0,95.0,6319.0,3.0,43843.0,2.0,25,216.92280000000005,283.71,2.0,16901.76,17157.42,9746.48,10368.98,44503.92,59100.7,43976.36,30102.97,19154.99,15075.64,10301.57,12861.02,68449.29,62678.5,40589.07,32165.16,24851.24,25718.88,232030.03999999998,277614.73
항동,11530800,6.45,8.68,15,0.0,0.0,0.0,99.0,1.0,8.0,6173.0,0.0,5758.0,3.0,30,73.75200000000001,66.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
행당1동,11200560,29.35,30.13,6,2.0,1388.0,45.0,576.0,0.0,27.0,4990.0,4.0,28456.0,1.0,25,386.8008,372.5711999999999,3.0,8924.936666666666,8868.753333333332,10218.24,16127.45,37268.92,37266.57,36165.98,30848.11,18791.48,15569.46,12239.95,20320.61,43921.45,38981.55,36245.36,31737.92,22835.87,25133.6,202256.21,231416.31
행당2동,11200570,20.42,22.32,1,1.0,627.0,48.0,73.0,0.0,11.0,8481.0,2.0,48017.0,3.0,24,197.56375,198.25208333333333,1.0,6349.55,5642.48,23429.08,25663.23,23727.41,35695.46,39942.15,31997.05,21514.56,22361.5,21721.44,26646.36,30317.95,45442.96,45472.4,36918.98,30718.88,38916.81,224330.44,276155.78
행운동,11620575,16.06,17.87,2,0.0,1372.0,41.0,498.0,0.0,40.0,7088.0,1.0,45266.0,5.0,14,1006.27,772.9171428571428,0.0,0.0,0.0,15277.69,15774.23,65637.17,65073.25,40717.52,30913.87,22233.46,24635.55,15516.99,17027.09,76202.01,59956.31,39753.03,35983.65,30650.96,35690.8,280262.74,310780.84
혜화동,11110650,48.0,47.87,9,1.0,1695.0,28.0,950.0,1.0,69.0,5065.0,5.0,25137.0,7.0,32,383.980625,380.8384375,1.0,23925.39,23989.03,13826.86,33645.21,83085.56,39902.32,41680.91,36547.71,21130.65,21906.48,13365.78,34697.5,103184.15,43261.34,46684.72,40652.01,29068.2,38297.42,291725.7,349211.12
홍은1동,11410660,15.39,17.29,3,1.0,999.0,19.0,359.0,0.0,18.0,7308.0,0.0,46069.0,1.0,29,224.42689655172416,216.74724137931037,0.0,0.0,0.0,9464.48,15471.36,19348.99,22437.56,23314.81,26576.0,20947.21,18221.33,15600.55,18680.03,22381.27,25705.45,27322.9,31318.63,25170.67,34396.63,155781.74,200576.13
홍은2동,11410685,45.65,45.71,8,5.0,1219.0,21.0,327.0,1.0,33.0,9267.0,2.0,53613.0,6.0,68,235.9798529411765,225.3692647058824,0.0,0.0,0.0,16830.35,31613.89,41299.08,38906.39,43287.11,43318.33,29897.72,28842.05,18849.09,28687.16,47364.88,43538.8,49226.02,49585.39,40682.94,52053.16,273994.92000000004,329987.44
홍제1동,11410620,6.74,9.23,1,2.0,1154.0,43.0,465.0,0.0,16.0,8022.0,2.0,44137.0,2.0,23,641.6234782608695,578.8921739130434,2.0,8273.42,7951.885,18904.99,26492.67,32742.27,35725.26,42090.33,39685.95,30776.93,28303.2,21044.57,27294.97,38644.41,39534.88,43985.93,51388.9,40784.79,53749.04,254721.6,316427.49
홍제2동,11410655,25.19,26.32,2,0.0,594.0,23.0,137.0,0.0,6.0,4993.0,0.0,26522.0,0.0,9,570.6777777777779,724.7,0.0,0.0,0.0,9016.87,10761.47,12113.15,14235.57,17575.86,16052.1,12794.35,10718.86,9341.47,11594.62,14311.84,16068.76,18159.66,20826.46,16713.22,19869.45,103268.23,126885.48
홍제3동,11410640,89.45,87.29,1,0.0,1157.0,32.0,257.0,0.0,15.0,4969.0,3.0,28796.0,3.0,43,182.16790697674415,170.11604651162787,0.0,0.0,0.0,13689.65,19623.5,20739.19,23124.12,25220.37,29149.47,21014.39,23986.85,10157.97,16231.15,23525.25,23729.38,27873.42,33394.29,28283.7,40559.67,176547.53999999998,203754.83
화곡1동,11500540,48.55,48.29,7,2.0,3048.0,55.0,1104.0,0.0,62.0,18754.0,1.0,111166.0,3.0,27,607.8588888888888,624.2259259259258,2.0,22612.485,21566.355,35639.1,32496.96,83240.88,112283.92,86545.21,67689.23,54442.36,53703.09,37338.81,31816.41,103597.92,109435.13,84627.8,83560.77,79461.64,80751.25,526040.75,610589.73
화곡3동,11500560,28.0,28.68,2,2.0,1222.0,35.0,398.0,0.0,33.0,6665.0,3.0,45899.0,0.0,9,418.3155555555557,495.6255555555556,0.0,0.0,0.0,18167.39,22195.58,26386.43,33179.31,30592.45,27004.35,24721.72,21431.34,15737.26,19721.08,31929.6,36488.19,36656.32,35340.45,34825.06,36093.63,203678.57,246791.59
화곡4동,11500570,58.26,57.39,1,0.0,1469.0,20.0,487.0,0.0,28.0,7053.0,2.0,43307.0,4.0,29,152.53724137931042,154.02965517241384,0.0,0.0,0.0,20458.59,18482.92,23629.0,33489.35,33132.2,25998.32,18960.04,22098.6,18825.9,17004.19,27240.22,34638.41,35887.11,34459.96,31924.79,35456.78,196249.02,235437.36000000002
화곡6동,11500591,83.45,80.97,4,4.0,1749.0,55.0,725.0,0.0,40.0,8085.0,4.0,55227.0,1.0,29,417.94827586206895,361.0796551724138,0.0,0.0,0.0,14033.97,16146.53,36763.67,45536.53,40671.22,32368.09,25530.57,22235.93,12664.69,15378.85,45062.5,44202.65,36858.21,39007.63,34611.01,31034.27,233286.51,258819.81
화곡8동,11500593,75.61,74.13,1,0.0,1275.0,39.0,388.0,0.0,26.0,9035.0,3.0,45302.0,0.0,26,290.3869230769231,268.48230769230776,0.0,0.0,0.0,20632.06,22158.7,43400.54,54206.45,49464.16,38315.12,28270.65,29282.6,20774.72,22236.29,50304.47,56959.36,51699.74,49343.68,44624.99,46096.8,285730.28,342040.05000000005
화곡본동,11500590,39.03,39.45,5,1.0,1389.0,25.0,479.0,1.0,17.0,12605.0,0.0,65591.0,2.0,25,302.8248000000001,290.7544,0.0,0.0,0.0,30455.04,27056.08,47669.63,65987.55,54891.09,38090.73,32573.29,29749.58,30446.53,27618.8,60871.1,65183.74,57589.48,50008.02,47021.14,52317.95,326472.99,391056.76
화양동,11215710,78.26,75.71,11,4.0,2447.0,80.0,1258.0,0.0,126.0,5296.0,5.0,28138.0,5.0,18,451.0211111111111,437.81277777777785,1.0,9649.77,9651.32,9875.03,20392.35,142662.15,74554.91,50042.39,40373.83,24539.33,18359.5,9270.36,26949.63,179268.11,72074.74,40161.5,37089.97,30322.11,27146.3,380799.49,422282.72
황학동,11140670,23.77,24.68,1,0.0,1947.0,14.0,555.0,0.0,14.0,3959.0,5.0,22796.0,0.0,7,450.4328571428572,393.2114285714287,0.0,0.0,0.0,8827.43,5649.3,19891.33,31927.27,25754.91,22651.92,15560.77,13502.13,11359.61,7469.99,28577.13,35729.17,23552.97,22216.38,18072.37,19807.52,143765.06,166785.14
회기동,11230710,68.23,66.81,1,11.0,1034.0,21.0,544.0,0.0,36.0,3115.0,5.0,15153.0,2.0,9,568.0855555555556,629.6955555555555,0.0,0.0,0.0,10884.07,15552.73,59355.49,30135.05,24567.49,22816.54,15303.64,17307.15,9250.33,18347.02,78519.89,30135.69,27846.27,26075.71,21522.12,32082.96,195922.16,243779.99
회현동,11140540,14.35,16.23,11,10.0,8566.0,74.0,1388.0,1.0,94.0,1744.0,17.0,45482.0,0.0,33,677.0042424242425,710.0342424242425,4.0,12232.475,12164.6125,3186.44,3841.37,31156.68,62583.69,68637.1,48249.22,26509.68,18537.81,4490.66,6360.72,44608.96,57158.54,51310.59,44553.07,34314.14,28745.7,262701.99,271542.38
효창동,11170580,19.81,21.13,2,0.0,418.0,14.0,110.0,1.0,15.0,3463.0,1.0,20437.0,1.0,15,193.74199999999996,203.45333333333332,1.0,5325.9,4802.42,6730.03,10424.29,13958.03,20257.62,18721.48,16329.73,10387.09,10073.41,10420.71,10713.03,20631.12,24206.48,19457.64,19675.08,14148.53,19063.61,106881.68,138316.2
후암동,11170510,13.26,14.65,2,0.0,928.0,15.0,301.0,0.0,25.0,5363.0,1.0,28299.0,2.0,19,265.44631578947366,246.13789473684216,0.0,0.0,0.0,11321.21,13568.96,22266.55,31388.77,28795.24,25154.78,17221.31,12924.93,8083.37,11368.53,25913.49,32108.32,29707.73,24658.22,20501.38,24725.54,162641.75,177066.58
휘경1동,11230720,41.19,41.1,4,0.0,929.0,39.0,455.0,0.0,16.0,4327.0,1.0,25513.0,0.0,13,716.1530769230769,619.4053846153845,1.0,18534.9,17871.29,6841.69,13384.05,44420.71,27121.36,25337.79,24807.24,17359.21,15414.41,9111.12,16476.38,60679.1,27767.3,22969.57,25412.94,20482.21,25691.09,174686.46,208589.71
휘경2동,11230730,54.03,53.26,7,0.0,1221.0,28.0,59.0,0.0,24.0,6802.0,2.0,44784.0,6.0,18,527.2605555555557,523.633888888889,0.0,0.0,0.0,14708.42,21703.2,50192.87,31799.64,30225.36,28966.04,20807.92,20109.4,14059.11,23551.61,52511.26,28566.01,31472.69,33902.75,28311.26,32882.45,218512.85,245257.14
흑석동,11590605,16.94,18.58,11,1.0,1557.0,32.0,591.0,0.0,41.0,9613.0,5.0,60445.0,4.0,46,299.25891304347834,288.1402173913043,1.0,5866.39,6139.71,27134.46,26272.69,72671.83,49153.41,51774.62,46868.17,35901.53,31130.74,24733.47,28175.61,78056.37,55454.68,52868.71,52909.51,43969.54,55797.41,340907.45,391965.30000000005
